2022-04-18 16:40:11:274  INFO RMI TCP Connection(11)-127.0.0.1 o.s.j.e.a.AnnotationMBeanExporter:449 - Unregistering JMX-exposed beans on shutdown
2022-04-18 16:40:17:626  INFO main c.i.S.S.W.SecureAccessMngWebApplication:48 - Starting SecureAccessMngWebApplication on DESKTOP-0DU5PP8 with PID 23812 (E:\project\git\SecureAccess\SecureAccessMng-Web\SecureAccessMng-Web\target\classes started by for in E:\project\git\SecureAccess\SecureAccessMng-Web\SecureAccessMng-Web)
2022-04-18 16:40:17:630  INFO main c.i.S.S.W.SecureAccessMngWebApplication:597 - The following profiles are active: local
2022-04-18 16:40:17:669  INFO main o.s.b.c.e.AnnotationConfigEmbeddedWebApplicationContext:583 - Refreshing org.springframework.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext@17046283: startup date [Mon Apr 18 16:40:17 KST 2022]; root of context hierarchy
2022-04-18 16:40:19:202  INFO main o.s.b.c.e.t.TomcatEmbeddedServletContainer:89 - Tomcat initialized with port(s): 39030 (https)
2022-04-18 16:40:19:211  INFO main o.a.c.c.StandardService:179 - Starting service [Tomcat]
2022-04-18 16:40:19:212  INFO main o.a.c.c.StandardEngine:179 - Starting Servlet Engine: Apache Tomcat/8.5.16
2022-04-18 16:40:19:401  WARN localhost-startStop-1 o.a.j.s.TldScanner:179 - Failed to process TLD with path [/WEB-INF/tags/jstl/funLibrary.tld] and URI [funLibrary]. The specified path does not exist.
2022-04-18 16:40:19:540  INFO localhost-startStop-1 o.a.j.s.TldScanner:179 - At least one JAR was scanned for TLDs yet contained no TLDs. Enable debug logging for this logger for a complete list of JARs that were scanned but no TLDs were found in them. Skipping unneeded JARs during scanning can improve startup time and JSP compilation time.
2022-04-18 16:40:19:549  INFO localhost-startStop-1 o.a.c.c.C.[.[.[/]:179 - Initializing Spring embedded WebApplicationContext
2022-04-18 16:40:19:550  INFO localhost-startStop-1 o.s.w.c.ContextLoader:276 - Root WebApplicationContext: initialization completed in 1881 ms
2022-04-18 16:40:19:738  INFO localhost-startStop-1 o.s.b.w.s.ServletRegistrationBean:190 - Mapping servlet: 'dispatcherServlet' to [/]
2022-04-18 16:40:19:742  INFO localhost-startStop-1 o.s.b.w.s.FilterRegistrationBean:258 - Mapping filter: 'characterEncodingFilter' to: [/*]
2022-04-18 16:40:19:742  INFO localhost-startStop-1 o.s.b.w.s.FilterRegistrationBean:258 - Mapping filter: 'hiddenHttpMethodFilter' to: [/*]
2022-04-18 16:40:19:743  INFO localhost-startStop-1 o.s.b.w.s.FilterRegistrationBean:258 - Mapping filter: 'httpPutFormContentFilter' to: [/*]
2022-04-18 16:40:19:743  INFO localhost-startStop-1 o.s.b.w.s.FilterRegistrationBean:258 - Mapping filter: 'requestContextFilter' to: [/*]
2022-04-18 16:40:19:827  INFO main c.i.S.S.W.f.c.m.DatabaseConfig:28 - configureDataSource = MasterDatabaseProperties[com.mysql.jdbc.Driver]
2022-04-18 16:40:20:301  INFO main c.i.S.S.W.f.c.m.DatabaseConfig:28 - configureDataSource = MasterDatabaseProperties[com.mysql.jdbc.Driver]
2022-04-18 16:40:20:520  INFO main o.s.w.s.m.m.a.RequestMappingHandlerAdapter:534 - Looking for @ControllerAdvice: org.springframework.boot.context.embedded.AnnotationConfigEmbeddedWebApplicationContext@17046283: startup date [Mon Apr 18 16:40:17 KST 2022]; root of context hierarchy
2022-04-18 16:40:20:571  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/Accesslog/ProcSelectOneData.do]}" onto public java.lang.String com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.accesslog.act.AccesslogAct.ProcSelectOneData(org.springframework.ui.Model)
2022-04-18 16:40:20:572  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/Accesslog/RegisterData.do]}" onto public java.lang.String com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.accesslog.act.AccesslogAct.RegisterData(org.springframework.ui.Model)
2022-04-18 16:40:20:573  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/Accesslog/ModifyData.do]}" onto public java.lang.String com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.accesslog.act.AccesslogAct.ModifyData(org.springframework.ui.Model)
2022-04-18 16:40:20:573  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/Accesslog/DeleteData.do]}" onto public java.lang.String com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.accesslog.act.AccesslogAct.DeleteData(org.springframework.ui.Model)
2022-04-18 16:40:20:573  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/Accesslog/ListPagingData.do]}" onto public java.lang.String com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.accesslog.act.AccesslogAct.ListPagingData(org.springframework.ui.Model)
2022-04-18 16:40:20:574  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/Accesslog/SelectOneData.do]}" onto public java.lang.String com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.accesslog.act.AccesslogAct.SelectOneData(org.springframework.ui.Model)
2022-04-18 16:40:20:574  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/Accesslog/ProcRegisterData.do]}" onto public com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.framework.result.ResultMessage com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.accesslog.act.AccesslogAct.ProcRegisterData(org.springframework.ui.Model)
2022-04-18 16:40:20:574  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/Accesslog/ProcModifyData.do]}" onto public com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.framework.result.ResultMessage com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.accesslog.act.AccesslogAct.ProcModifyData(org.springframework.ui.Model)
2022-04-18 16:40:20:575  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/Accesslog/ProcDeleteData.do]}" onto public com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.framework.result.ResultMessage com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.accesslog.act.AccesslogAct.ProcDeleteData(org.springframework.ui.Model)
2022-04-18 16:40:20:578  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/exe/ctn/bbs/User/{bbsCode}/RegisterData.do],methods=[POST]}" onto public org.springframework.http.ResponseEntity com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.api.act.bbs.act.ExeCtnBBSAction.RegisterData(java.lang.String)
2022-04-18 16:40:20:579  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/exe/ctn/bbs/User/{bbsCode}/ModifyData.do],methods=[GET]}" onto public java.lang.String com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.api.act.bbs.act.ExeCtnBBSAction.ModifyData(java.lang.String,org.springframework.ui.Model)
2022-04-18 16:40:20:579  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/exe/ctn/bbs/User/{bbsCode}/DeleteData.do]}" onto public org.springframework.web.servlet.ModelAndView com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.api.act.bbs.act.ExeCtnBBSAction.DeleteData(java.lang.String,org.springframework.ui.Model)
2022-04-18 16:40:20:579  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/exe/ctn/bbs/User/{bbsCode}/SelectOneData.do]}" onto public org.springframework.http.ResponseEntity com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.api.act.bbs.act.ExeCtnBBSAction.SelectOneData(org.springframework.ui.Model,java.lang.String)
2022-04-18 16:40:20:580  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/exe/ctn/bbs/eqAllowIP.do]}" onto public org.springframework.http.ResponseEntity com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.api.act.bbs.act.ExeCtnBBSAction.eqAllowIP(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse) throws java.lang.Exception
2022-04-18 16:40:20:580  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/exe/ctn/bbs/User/{bbsCode}/ListLatestData.do]}" onto public org.springframework.http.ResponseEntity com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.api.act.bbs.act.ExeCtnBBSAction.ListLatestData(java.lang.String)
2022-04-18 16:40:20:581  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/exe/ctn/bbs/DownLoadFile.do]}" onto public void com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.api.act.bbs.act.ExeCtnBBSAction.DonwLoadFile(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse) throws java.lang.Exception
2022-04-18 16:40:20:581  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/exe/ctn/bbs/ctnNrlmber.do]}" onto public org.springframework.http.ResponseEntity com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.api.act.bbs.act.ExeCtnBBSAction.ctnNrlmber(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse) throws java.lang.Exception
2022-04-18 16:40:20:582  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/comm/api/getPublicIP.do]}" onto public java.lang.String com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.api.act.CommAPIAction.ListPagingData(org.springframework.ui.Model,javax.servlet.http.HttpServletRequest)
2022-04-18 16:40:20:582  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/comm/api/arsAuth.do]}" onto public void com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.api.act.CommAPIAction.arsAuth(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)
2022-04-18 16:40:20:582  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/exe/FileUpload/fileUp.do]}" onto public java.lang.String com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.api.act.fileUpload.FileUpload.ExcelUp(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)
2022-04-18 16:40:20:583  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/gui/api/{cmd}],methods=[POST]}" onto public org.springframework.http.ResponseEntity<java.lang.String> com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.api.act.GUIAPIAction.cmd(java.lang.String,javax.servlet.http.HttpServletRequest)
2022-04-18 16:40:20:583  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/exe/api/Login/auth.do]}" onto public org.springframework.http.ResponseEntity com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.api.act.login.ExeLoginAction.syncArsAuth(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)
2022-04-18 16:40:20:585  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/exe/api/ServerConnection/UpdateLogOutAccLog.do]}" onto public org.springframework.http.ResponseEntity com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.api.act.serverConnection.ExeServerConnectionAction.UpdateLogOutAccLog(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)
2022-04-18 16:40:20:585  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/exe/api/ServerConnection/eqAccLogRegisterData.do]}" onto public org.springframework.http.ResponseEntity com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.api.act.serverConnection.ExeServerConnectionAction.mEqAccLogBiz(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)
2022-04-18 16:40:20:585  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/exe/api/ServerConnection/idpwdList.do]}" onto public org.springframework.http.ResponseEntity com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.api.act.serverConnection.ExeServerConnectionAction.idpwdList(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)
2022-04-18 16:40:20:586  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/exe/api/ServerConnection/serverList.do]}" onto public org.springframework.http.ResponseEntity com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.api.act.serverConnection.ExeServerConnectionAction.serverList(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)
2022-04-18 16:40:20:586  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/exe/api/ServerConnection/eqAccLogList.do]}" onto public org.springframework.http.ResponseEntity com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.api.act.serverConnection.ExeServerConnectionAction.eqAccLogList(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)
2022-04-18 16:40:20:586  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/exe/api/ServerConnection/workList.do]}" onto public org.springframework.http.ResponseEntity com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.api.act.serverConnection.ExeServerConnectionAction.workList(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)
2022-04-18 16:40:20:586  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/exe/api/ServerConnection/EqAllowIP.do]}" onto public org.springframework.http.ResponseEntity com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.api.act.serverConnection.ExeServerConnectionAction.EqAllowIP(org.springframework.ui.Model,javax.servlet.http.HttpServletRequest)
2022-04-18 16:40:20:587  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/exe/api/ServerConnection/idcList.do]}" onto public org.springframework.http.ResponseEntity com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.api.act.serverConnection.ExeServerConnectionAction.idcList(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)
2022-04-18 16:40:20:588  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/exe/Common/eqAllowIP.do]}" onto public org.springframework.http.ResponseEntity com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.api.exe.common.ExECommonAction.eqAllowIP(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse) throws java.lang.Exception
2022-04-18 16:40:20:588  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/exe/Common/DownLoadFile.do]}" onto public void com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.api.exe.common.ExECommonAction.DonwLoadFile(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse) throws java.lang.Exception
2022-04-18 16:40:20:589  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/exe/Common/ctnNrlmber.do]}" onto public org.springframework.http.ResponseEntity com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.api.exe.common.ExECommonAction.ctnNrlmber(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse) throws java.lang.Exception
2022-04-18 16:40:20:589  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/exe/eq/Company/ListData.do]}" onto public org.springframework.http.ResponseEntity com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.api.exe.eqCompany.act.ExEEqCompanyAction.ListLatestData(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)
2022-04-18 16:40:20:590  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/exe/eq/Depoly/User/DEPOLY/RegisterData.do],methods=[POST]}" onto public org.springframework.http.ResponseEntity com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.api.exe.eqDepoly.ExEEqDepolyAction.RegisterData()
2022-04-18 16:40:20:590  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/exe/eq/Depoly/User/DEPOLY/ListLatestData.do]}" onto public org.springframework.http.ResponseEntity com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.api.exe.eqDepoly.ExEEqDepolyAction.ListLatestData()
2022-04-18 16:40:20:591  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/exe/eq/DocSharing/User/DOCSHARING/RegisterData.do],methods=[POST]}" onto public org.springframework.http.ResponseEntity com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.api.exe.eqDocSharing.ExeEqDocSharingAction.RegisterData()
2022-04-18 16:40:20:591  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/exe/eq/DocSharing/User/DOCSHARING/DeleteData.do]}" onto public org.springframework.web.servlet.ModelAndView com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.api.exe.eqDocSharing.ExeEqDocSharingAction.DeleteData(java.lang.String,org.springframework.ui.Model)
2022-04-18 16:40:20:591  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/exe/eq/DocSharing/User/DOCSHARING/SelectOneData.do]}" onto public org.springframework.http.ResponseEntity com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.api.exe.eqDocSharing.ExeEqDocSharingAction.SelectOneData()
2022-04-18 16:40:20:591  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/exe/eq/DocSharing/DownLoadFile.do]}" onto public void com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.api.exe.eqDocSharing.ExeEqDocSharingAction.DonwLoadFile(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse) throws java.lang.Exception
2022-04-18 16:40:20:592  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/exe/eq/DocSharing/User/DOCSHARING/ListPagingData.do]}" onto public org.springframework.http.ResponseEntity com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.api.exe.eqDocSharing.ExeEqDocSharingAction.UserBBSCode(org.springframework.ui.Model)
2022-04-18 16:40:20:593  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/api/v2/code/findByTitle.do],methods=[POST],consumes=[application/json]}" onto public com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.framework.result.ResultMessage com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.apiV2.act.ApiV2CodeAct.findByUserInfo(com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.apiV2.dto.CodeDTO)
2022-04-18 16:40:20:593  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/api/v2/idccenter/list.do],methods=[GET]}" onto public com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.framework.result.ResultMessage com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.apiV2.act.ApiV2IdcCenterAct.list()
2022-04-18 16:40:20:594  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/api/v2/idccenter/{refEqIdc}/{refEqList}/list.do],methods=[GET]}" onto public com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.framework.result.ResultMessage com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.apiV2.act.ApiV2IdcCenterAct.server_idpwd_list(int,int)
2022-04-18 16:40:20:594  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/api/v2/idccenter/{refEqIdc}/list.do],methods=[GET]}" onto public com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.framework.result.ResultMessage com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.apiV2.act.ApiV2IdcCenterAct.server_list(int)
2022-04-18 16:40:20:595  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/api/v2/login/login.do],methods=[POST],consumes=[application/json]}" onto public com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.framework.result.ResultMessage com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.apiV2.act.ApiV2LoginAct.login(com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.apiV2.dto.LoginDTO)
2022-04-18 16:40:20:595  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/api/v2/login/getIp.do],methods=[GET]}" onto private java.lang.String com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.apiV2.act.ApiV2LoginAct.getIp(javax.servlet.http.HttpServletRequest)
2022-04-18 16:40:20:596  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/api/v2/login/chkAllowIP.do],methods=[GET]}" onto public com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.framework.result.ResultMessage com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.apiV2.act.ApiV2LoginAct.chkAllowIP(java.lang.String)
2022-04-18 16:40:20:596  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/api/v2/login/login_user_info.do],methods=[POST],consumes=[application/json]}" onto public com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.framework.result.ResultMessage com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.apiV2.act.ApiV2LoginAct.login_user_info(javax.servlet.http.HttpServletRequest)
2022-04-18 16:40:20:596  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/api/v2/login/login_ars.do],methods=[POST],consumes=[application/json]}" onto public com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.framework.result.ResultMessage com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.apiV2.act.ApiV2LoginAct.login_ars(javax.servlet.http.HttpServletRequest)
2022-04-18 16:40:20:597  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/api/v2/serveraccess/register.do],methods=[POST],consumes=[application/json]}" onto public com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.framework.result.ResultMessage com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.apiV2.act.ApiV2ServerAccessAct.register(com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.apiV2.dto.ServerAccessDTO)
2022-04-18 16:40:20:597  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/api/v2/serveraccess/accLogs.do],methods=[GET]}" onto public com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.framework.result.ResultMessage com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.apiV2.act.ApiV2ServerAccessAct.list(int)
2022-04-18 16:40:20:598  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/api/v2/serveraccess/termination.do],methods=[POST],consumes=[application/json]}" onto public com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.framework.result.ResultMessage com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.apiV2.act.ApiV2ServerAccessAct.termination(com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.apiV2.dto.ServerAccessDTO)
2022-04-18 16:40:20:598  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/jqGrid/init]}" onto public com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.framework.result.ResultMessage com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.common.act.CommonAction.init(org.springframework.ui.Model) throws java.lang.Exception
2022-04-18 16:40:20:599  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/ctn/bbs/User/{bbsCode}/ModifyData.do],methods=[GET]}" onto public java.lang.String com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.ctn.bbs.act.CtnBBSAction.ModifyData(java.lang.String,org.springframework.ui.Model)
2022-04-18 16:40:20:599  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/ctn/bbs/User/{bbsCode}/ModifyData.do],methods=[POST]}" onto public org.springframework.web.servlet.ModelAndView com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.ctn.bbs.act.CtnBBSAction.ModifyData(org.springframework.ui.Model,java.lang.String)
2022-04-18 16:40:20:599  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/ctn/bbs/User/{bbsCode}/DeleteData.do]}" onto public org.springframework.web.servlet.ModelAndView com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.ctn.bbs.act.CtnBBSAction.DeleteData(java.lang.String,org.springframework.ui.Model)
2022-04-18 16:40:20:599  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/ctn/bbs/User/{bbsCode}/SelectOneData.do]}" onto public java.lang.String com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.ctn.bbs.act.CtnBBSAction.SelectOneData(org.springframework.ui.Model,java.lang.String)
2022-04-18 16:40:20:600  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/ctn/bbs/User/{bbsCode}/ListPagingData.do]}" onto public java.lang.String com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.ctn.bbs.act.CtnBBSAction.UserBBSCode(org.springframework.ui.Model,java.lang.String)
2022-04-18 16:40:20:601  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/ctn/code/PopupListData.do]}" onto public java.lang.String com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.ctn.code.act.CtnCodeAction.PopupListPagingData(org.springframework.ui.Model)
2022-04-18 16:40:20:601  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/ctn/code/RegisterData.do]}" onto public com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.framework.result.ResultMessage com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.ctn.code.act.CtnCodeAction.RegisterData(org.springframework.ui.Model)
2022-04-18 16:40:20:601  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/ctn/code/ModifyData.do]}" onto public com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.framework.result.ResultMessage com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.ctn.code.act.CtnCodeAction.ModifyData(org.springframework.ui.Model)
2022-04-18 16:40:20:602  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/ctn/code/DeleteData.do]}" onto public com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.framework.result.ResultMessage com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.ctn.code.act.CtnCodeAction.DeleteData(org.springframework.ui.Model)
2022-04-18 16:40:20:602  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/ctn/code/ || /ctn/code/ListPagingData.do]}" onto public java.lang.String com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.ctn.code.act.CtnCodeAction.ListPagingData(org.springframework.ui.Model)
2022-04-18 16:40:20:602  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/ctn/code/SelectOneData.do]}" onto public com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.framework.result.ResultMessage com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.ctn.code.act.CtnCodeAction.SelectOneData(org.springframework.ui.Model)
2022-04-18 16:40:20:603  INFO main o.s.w.s.m.m.a.RequestMappingHandlerMapping:543 - Mapped "{[/ctn/code/ListData.do]}" onto public com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.framework.result.ResultMessage com.inbiznetcorp.SecureAccess.SecureAccessMng.Web.ctn.code.act.CtnCodeAction.ListData(org.springframework.ui.Model)
